[11:49:25] [Server thread/INFO]: Starting minecraft server version 1.12.2
[11:49:25] [Server thread/INFO]: Loading properties
[11:49:25] [Server thread/INFO]: Default game type: SURVIVAL
[11:49:25] [Server thread/INFO]: Generating keypair
[11:49:26] [Server thread/INFO]: Starting Minecraft server on *:25565
[11:49:26] [Server thread/INFO]: Using epoll channel type
[11:49:26] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[11:49:26] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[11:49:26] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[11:49:26] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[11:49:26] [Server thread/INFO]: Preparing level "world"
[11:49:28] [Server thread/INFO]: Loaded 488 advancements
[11:49:29] [Server thread/INFO]: Preparing start region for level 0
[11:49:30] [Server thread/INFO]: Preparing spawn area: 0%
[11:49:31] [Server thread/INFO]: Preparing spawn area: 12%
[11:49:32] [Server thread/INFO]: Preparing spawn area: 24%
[11:49:33] [Server thread/INFO]: Preparing spawn area: 42%
[11:49:34] [Server thread/INFO]: Preparing spawn area: 58%
[11:49:35] [Server thread/INFO]: Preparing spawn area: 77%
[11:49:36] [Server thread/INFO]: Done (9.692s)! For help, type "help" or "?"
[13:34:48] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3082ms behind, skipping 61 tick(s)
[13:35:35] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3213ms behind, skipping 64 tick(s)
[13:36:20] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2274ms behind, skipping 45 tick(s)
[13:37:05] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2553ms behind, skipping 51 tick(s)
[13:37:51] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2530ms behind, skipping 50 tick(s)
[13:38:37] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2720ms behind, skipping 54 tick(s)
[13:39:22] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2166ms behind, skipping 43 tick(s)
[13:40:07] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2695ms behind, skipping 53 tick(s)
[13:40:54] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3496ms behind, skipping 69 tick(s)
[13:41:40] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2757ms behind, skipping 55 tick(s)
[13:42:26] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2948ms behind, skipping 58 tick(s)
[13:43:11] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2744ms behind, skipping 54 tick(s)
[13:43:57] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2381ms behind, skipping 47 tick(s)
[13:44:42] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2104ms behind, skipping 42 tick(s)
[13:45:27] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2278ms behind, skipping 45 tick(s)
[13:46:13] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2322ms behind, skipping 46 tick(s)
[13:46:59] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3151ms behind, skipping 63 tick(s)
[13:47:46] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4002ms behind, skipping 80 tick(s)
[13:48:31] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2700ms behind, skipping 54 tick(s)
[13:49:17] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2919ms behind, skipping 58 tick(s)
[13:50:02] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2134ms behind, skipping 42 tick(s)
[13:50:48] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2199ms behind, skipping 43 tick(s)
[13:51:33] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2404ms behind, skipping 48 tick(s)
[13:52:19] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3043ms behind, skipping 60 tick(s)
[13:53:05] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2523ms behind, skipping 50 tick(s)
[13:53:52] [Server thread/WARN]: songzhanlong moved too quickly! 9.976570789897318,-1.0,-0.28619693046431394
[13:53:52] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4330ms behind, skipping 86 tick(s)
[13:54:38] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2950ms behind, skipping 59 tick(s)
[13:55:23] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2420ms behind, skipping 48 tick(s)
[13:56:09] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2574ms behind, skipping 51 tick(s)
[13:56:55] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2736ms behind, skipping 54 tick(s)
[13:57:40] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2580ms behind, skipping 51 tick(s)
[13:58:26] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2320ms behind, skipping 46 tick(s)
[13:59:11] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2563ms behind, skipping 51 tick(s)
[13:59:56] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2046ms behind, skipping 40 tick(s)
[14:00:41] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2214ms behind, skipping 44 tick(s)
[14:01:27] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2762ms behind, skipping 55 tick(s)
[14:02:12] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2261ms behind, skipping 45 tick(s)
[14:03:43] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2389ms behind, skipping 47 tick(s)
[14:04:28] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2139ms behind, skipping 42 tick(s)
[14:05:13] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2049ms behind, skipping 40 tick(s)
[14:05:59] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2639ms behind, skipping 52 tick(s)
[14:06:44] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2228ms behind, skipping 44 tick(s)
[14:07:29] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2207ms behind, skipping 44 tick(s)
[14:08:59] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2316ms behind, skipping 46 tick(s)
[14:09:45] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2613ms behind, skipping 52 tick(s)
[14:10:30] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2197ms behind, skipping 43 tick(s)
[14:11:15] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2324ms behind, skipping 46 tick(s)
[14:12:01] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2560ms behind, skipping 51 tick(s)
[14:12:47] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2823ms behind, skipping 56 tick(s)
[14:13:05] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2271ms behind, skipping 45 tick(s)
[14:14:36] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 31644ms behind, skipping 632 tick(s)
[14:14:47] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2031ms behind, skipping 40 tick(s)
[14:15:30] [Server thread/INFO]: songzhanlong lost connection: Disconnected
[14:15:30] [Server thread/INFO]: songzhanlong left the game
[14:15:35] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 5313ms behind, skipping 106 tick(s)
